id,predict_0,predict_1,predict_2
2,0.953644657943,0.0390299224421,0.00732541961527
3,0.528195686621,0.439791713955,0.0320125994239
4,0.830530713869,0.155836981886,0.0136323042453
7,0.529656747524,0.428572084528,0.0417711679481
9,0.243242869565,0.692299524406,0.0644576060297
10,0.898247543672,0.0871729991797,0.0145794571481
11,0.567931650651,0.42166398579,0.0104043635588
12,0.781281535262,0.191613757308,0.02710470743
14,0.610922045806,0.376457587184,0.0126203670102
15,0.891627324,0.0971449889435,0.0112276870562
16,0.618978607744,0.337510480567,0.0435109116893
17,0.835207940384,0.142218910282,0.0225731493341
18,0.969013203384,0.0242194904577,0.00676730615844
21,0.218150505878,0.717049588729,0.0647999053932
22,0.856892658218,0.13241256689,0.0106947748923
25,0.753672904058,0.21993044789,0.0263966480526
30,0.970836132932,0.0229602001456,0.00620366692207
32,0.549464205415,0.424639363751,0.0258964308339
34,0.683169964692,0.197547811788,0.119282223521
35,0.493761118169,0.455397841202,0.0508410406289
36,0.830190858004,0.158474522847,0.0113346191487
37,0.783028727986,0.190083085616,0.0268881863985
39,0.893874237811,0.0909196820809,0.0152060801084
40,0.430094963736,0.339122869289,0.230782166975
41,0.635229843112,0.350054110049,0.0147160468397
42,0.387680689824,0.566965850162,0.045353460014
45,0.235703483881,0.263018674699,0.50127784142
46,0.940612944467,0.0519524363314,0.00743461920164
47,0.756999843338,0.201063282605,0.0419368740568
48,0.279507629532,0.112222836677,0.60826953379
50,0.540379736583,0.390916427437,0.0687038359797
51,0.26474098269,0.691189586887,0.0440694304225
52,0.977259565793,0.0176865665057,0.00505386770087
56,0.643867025569,0.338860060318,0.0172729141128
58,0.780431373816,0.194031882299,0.0255367438848
62,0.958858529701,0.0341623994161,0.0069790708827
63,0.936253900831,0.0557657746915,0.00798032447738
65,0.179271022772,0.270665578436,0.550063398792
66,0.282893064564,0.256513913841,0.460593021595
70,0.289110049078,0.170982920676,0.539907030246
71,0.898247543672,0.0871729991797,0.0145794571481
72,0.673415017381,0.284571704957,0.0420132776627
73,0.882603121889,0.107483766123,0.00991311198779
74,0.760965027554,0.22490607181,0.0141289006364
76,0.932777785568,0.0588067177941,0.00841549663828
77,0.789728309731,0.180884629984,0.0293870602857
78,0.29202838236,0.243151669078,0.464819948563
82,0.467922283139,0.47131685928,0.0607608575811
85,0.307377075326,0.123412471353,0.56921045332
86,0.900204430804,0.0901085309338,0.00968703826214
87,0.653279516826,0.307126579444,0.0395939037306
95,0.977259565793,0.0176865665057,0.00505386770087
96,0.207173739266,0.123155711475,0.669670549259
97,0.835207940384,0.142218910282,0.0225731493341
98,0.97312554583,0.0211577855954,0.00571666857475
100,0.898247543672,0.0871729991797,0.0145794571481
101,0.798469183705,0.189946988977,0.0115838273181
102,0.969332323841,0.0241441226215,0.00652355353698
103,0.623797847456,0.348541204392,0.0276609481521
106,0.799180694718,0.17647197287,0.024347332412
108,0.62850150744,0.35651100218,0.0149874903803
109,0.651949986269,0.326717350305,0.0213326634264
110,0.729171007904,0.249488549979,0.0213404421166
113,0.239921280032,0.302237899425,0.457840820543
114,0.793903025498,0.180119420406,0.025977554096
116,0.857714376149,0.11727665645,0.0250089674016
117,0.661277011383,0.300156852172,0.0385661364447
118,0.537735292479,0.430903610274,0.0313610972465
121,0.90565438317,0.0799871793622,0.0143584374675
122,0.898247543672,0.0871729991797,0.0145794571481
123,0.942943054908,0.0389806351753,0.0180763099167
124,0.981894876959,0.0133795243327,0.00472559870858
126,0.545587401953,0.440058845409,0.014353752638
127,0.817716420915,0.159119530302,0.0231640487833
128,0.699210686807,0.274954405146,0.0258349080478
133,0.488259637868,0.460346813599,0.0513935485329
136,0.389214232259,0.314932936524,0.295852831218
137,0.673738631653,0.314905136661,0.0113562316861
140,0.615750305512,0.358691116595,0.0255585778931
141,0.57606681143,0.413649729909,0.0102834586608
143,0.745001119014,0.217857735805,0.0371411451806
144,0.890962952798,0.0998298478532,0.00920719934917
145,0.204019810506,0.0961825603743,0.69979762912
147,0.306274637678,0.154263847856,0.539461514466
148,0.430045328016,0.558417917157,0.0115367548274
150,0.501394156529,0.461674948415,0.0369308950556
151,0.869852289549,0.108832989261,0.02131472119
153,0.742109685763,0.230254540612,0.0276357736247
155,0.893741422528,0.0972859949373,0.0089725825345
156,0.787538821797,0.186691869246,0.0257693089569
160,0.539698829409,0.404239792101,0.0560613784903
163,0.324542754644,0.294279862713,0.381177382642
