id,predict_0,predict_1,predict_2
2,0.970947362674,0.0246017591107,0.00445087821505
3,0.557325014067,0.414696239046,0.0279787468865
4,0.738813862318,0.236588330279,0.0245978074032
7,0.453392727449,0.499935076491,0.0466721960608
9,0.158651574882,0.7781257858,0.0632226393175
10,0.921371635028,0.0690625312033,0.00956583376865
11,0.57830695901,0.412936731693,0.00875630929696
12,0.795677978967,0.178998100315,0.0253239207182
14,0.508520304518,0.475827027421,0.0156526680609
15,0.900820733715,0.0894272212906,0.00975204499448
16,0.666528179769,0.300360032865,0.0331117873652
17,0.838639289102,0.138978501016,0.0223822098817
18,0.979706596798,0.0156099675827,0.00468343561941
21,0.305522150519,0.617472472711,0.0770053767707
22,0.867865388465,0.123638332922,0.00849627861292
25,0.662209587911,0.304679811521,0.0331106005676
30,0.977756118236,0.0175466697103,0.00469721205378
32,0.639359609374,0.345009609924,0.0156307807013
34,0.784582060365,0.134652137291,0.080765802344
35,0.430011883005,0.537702901122,0.0322852158729
36,0.831107058776,0.159464604212,0.00942833701265
37,0.801057343195,0.174285461057,0.0246571957488
39,0.912965038161,0.0764463914505,0.0105885703881
40,0.458062692695,0.262792362928,0.279144944377
41,0.632607770566,0.355600752884,0.0117914765493
42,0.37539381025,0.588595356734,0.0360108330158
45,0.252978090708,0.283641557393,0.463380351899
46,0.954427207621,0.0398667611311,0.00570603124828
47,0.838073363777,0.125967667,0.035958969223
48,0.30696619534,0.10887438312,0.58415942154
50,0.569306456874,0.382615872962,0.0480776701643
51,0.289662338352,0.671379432351,0.0389582292973
52,0.985075997312,0.0115644450557,0.00335955763206
56,0.672459192277,0.316434151612,0.0111066561107
58,0.805286913632,0.169907930197,0.0248051561709
62,0.96842073106,0.0263470731185,0.00523219582169
63,0.96494462663,0.0306661962883,0.00438917708192
65,0.181992369025,0.250608383098,0.567399247877
66,0.282996607743,0.255488558398,0.461514833859
70,0.290816953131,0.159670653994,0.549512392876
71,0.922189533823,0.0683441370071,0.00946632916982
72,0.68068189522,0.280111903902,0.039206200878
73,0.817526777939,0.175015720589,0.00745750147215
74,0.742564251192,0.244584063496,0.0128516853114
76,0.941492351643,0.0511820829839,0.00732556537257
77,0.784669702426,0.182313635701,0.0330166618727
78,0.557325014067,0.414696239046,0.0279787468865
82,0.423158761449,0.521445686347,0.0553955522041
85,0.319151045098,0.109581753185,0.571267201718
86,0.919901263126,0.0723069009148,0.00779183595972
87,0.683468305397,0.284075016935,0.032456677668
95,0.985075997312,0.0115644450557,0.00335955763206
96,0.187800827294,0.0926451587901,0.719554013916
97,0.838639289102,0.138978501016,0.0223822098817
98,0.981713592096,0.0144248905421,0.00386151736183
100,0.919111482873,0.0710477159234,0.00984080120325
