id,predict_0,predict_1,predict_2
2,0.782740097042,0.217259902958,0.0
3,0.3179137055,0.663041923411,0.0190443710892
4,0.810594456795,0.175130478802,0.0142750644032
7,0.178502762072,0.7508843461,0.0706128918279
9,0.213329935412,0.49025622171,0.296413842878
10,0.929148046182,0.070851953818,0.0
11,0.644837578751,0.355162421249,0.0
12,0.998222214014,0.00177778598604,0.0
14,0.182113763152,0.817886236848,0.0
15,0.979565055064,0.0204349449356,0.0
16,0.140883749927,0.720471556977,0.138644693096
17,0.594830981123,0.390563482543,0.0146055363338
18,1.0,0.0,0.0
21,0.0640038030129,0.65250647725,0.283489719737
22,0.829936522666,0.170063477334,0.0
25,0.506487148241,0.478622339727,0.0148905120314
30,0.955891771821,0.044108228179,0.0
32,0.431972616498,0.568027383502,0.0
34,0.330681022747,0.217454294039,0.451864683214
35,0.172788227609,0.818082107522,0.00912966486892
36,0.404048247787,0.595951752213,0.0
37,0.995476055517,0.00452394448287,0.0
39,0.893707308369,0.096608299092,0.00968439253901
40,0.238976696004,0.490427407956,0.27059589604
41,0.522499934812,0.477500065188,0.0
42,0.170317884272,0.829682115728,0.0
45,0.0489062523878,0.196559298325,0.754534449287
46,0.977178157705,0.0228218422946,0.0
47,0.53453120794,0.376587358849,0.0888814332116
48,0.150147464651,0.160660833983,0.689191701366
50,0.440121105484,0.451771758639,0.108107135877
51,0.143840898903,0.832461186776,0.0236979143208
52,0.985500439362,0.0144995606379,0.0
56,0.374283472652,0.625716527348,0.0
58,0.362635402063,0.624895243322,0.0124693546145
62,0.960299337275,0.0397006627252,0.0
63,0.998565886811,0.00143411318939,0.0
65,0.0932484960219,0.190997089232,0.715754414746
66,0.0847529070035,0.172420808455,0.742826284542
70,0.154853522768,0.129802797679,0.715343679553
71,0.935707599099,0.0642924009015,0.0
72,0.263372269322,0.518534106634,0.218093624044
73,0.981465017901,0.0185349820995,0.0
74,0.397243226807,0.602756773193,0.0
76,0.89393196834,0.10606803166,0.0
77,0.505083406197,0.329630033717,0.165286560085
78,0.0691757695093,0.313692055892,0.617132174598
82,0.127698506157,0.830189344663,0.0421121491806
85,0.163293025682,0.173090498477,0.66361647584
86,0.985807429769,0.0141925702311,0.0
87,0.77698023364,0.205781839768,0.0172379265917
95,1.0,0.0,0.0
96,0.21791309457,0.0343399684831,0.747746936946
97,0.83807449264,0.0954744611376,0.0664510462223
98,1.0,0.0,0.0
100,0.978749504563,0.0212504954371,0.0
101,0.563162306254,0.436837693746,0.0
102,1.0,0.0,0.0
103,0.282642538676,0.707461585791,0.00989587553239
106,0.563982994832,0.114961983068,0.3210550221
108,0.0614959712608,0.938504028739,0.0
109,0.671398303055,0.328601696945,0.0
110,0.542018036029,0.457981963971,0.0
113,0.238505797265,0.230116343492,0.531377859243
114,0.648491974755,0.351508025245,0.0
116,0.852505138565,0.0730790294965,0.0744158319385
117,0.306697518595,0.604200674761,0.0891018066441
118,0.310317517838,0.595157843212,0.0945246389498
121,0.921316425733,0.0786835742666,0.0
122,0.938984888125,0.0610151118748,0.0
123,0.790311715446,0.209688284554,0.0
124,0.980509269936,0.0194907300638,0.0
126,0.118713990522,0.881286009478,0.0
127,0.659536134084,0.336315240426,0.00414862548987
128,0.686358865957,0.313641134043,0.0
133,0.164829615204,0.785852470242,0.0493179145533
136,0.0985486949204,0.393739655914,0.507711649165
137,0.586810025624,0.413189974376,0.0
140,0.625138420883,0.374861579117,0.0
141,0.204112369138,0.795887630862,0.0
143,0.591912300201,0.283959091724,0.124128608075
144,1.0,0.0,0.0
