11546,7,54,8,1,362,1,2
11546,7,54,8,1,202,79,2
11546,7,54,8,1,191,1,2
11546,7,54,8,1,360,2,2
11546,7,54,8,1,171,14,2
11546,7,54,8,1,55,10,2
11546,7,54,8,1,70,1,2
11546,7,54,2,1,362,1,2
11546,7,54,2,1,202,79,2
11546,7,54,2,1,191,1,2
11546,7,54,2,1,360,2,2
11546,7,54,2,1,171,14,2
11546,7,54,2,1,55,10,2
11546,7,54,2,1,70,1,2
11546,7,11,8,1,362,1,2
11546,7,11,8,1,202,79,2
11546,7,11,8,1,191,1,2
11546,7,11,8,1,360,2,2
11546,7,11,8,1,171,14,2
11546,7,11,8,1,55,10,2
11546,7,11,8,1,70,1,2
11546,7,11,2,1,362,1,2
11546,7,11,2,1,202,79,2
11546,7,11,2,1,191,1,2
11546,7,11,2,1,360,2,2
11546,7,11,2,1,171,14,2
11546,7,11,2,1,55,10,2
11546,7,11,2,1,70,1,2
11547,734,54,8,1,71,3,2
11547,734,54,8,1,193,1,2
11547,734,54,8,1,82,9,2
11547,734,54,8,1,203,5,2
11547,734,54,2,1,71,3,2
11547,734,54,2,1,193,1,2
11547,734,54,2,1,82,9,2
11547,734,54,2,1,203,5,2
11547,734,15,8,1,71,3,2
11547,734,15,8,1,193,1,2
11547,734,15,8,1,82,9,2
11547,734,15,8,1,203,5,2
11547,734,15,2,1,71,3,2
11547,734,15,2,1,193,1,2
11547,734,15,2,1,82,9,2
11547,734,15,2,1,203,5,2
11547,734,11,8,1,71,3,2
11547,734,11,8,1,193,1,2
11547,734,11,8,1,82,9,2
11547,734,11,8,1,203,5,2
11547,734,11,2,1,71,3,2
11547,734,11,2,1,193,1,2
11547,734,11,2,1,82,9,2
11547,734,11,2,1,203,5,2
11548,519,35,8,1,181,1,0
11548,519,35,8,1,232,2,0
11548,519,35,8,1,233,1,0
11548,519,35,8,1,312,2,0
11548,519,35,8,1,313,1,0
11548,519,35,2,1,181,1,0
11548,519,35,2,1,232,2,0
11548,519,35,2,1,233,1,0
11548,519,35,2,1,312,2,0
11548,519,35,2,1,313,1,0
11548,519,34,8,1,181,1,0
11548,519,34,8,1,232,2,0
11548,519,34,8,1,233,1,0
11548,519,34,8,1,312,2,0
11548,519,34,8,1,313,1,0
11548,519,34,2,1,181,1,0
11548,519,34,2,1,232,2,0
11548,519,34,2,1,233,1,0
11548,519,34,2,1,312,2,0
11548,519,34,2,1,313,1,0
11548,519,11,8,1,181,1,0
11548,519,11,8,1,232,2,0
11548,519,11,8,1,233,1,0
11548,519,11,8,1,312,2,0
11548,519,11,8,1,313,1,0
11548,519,11,2,1,181,1,0
11548,519,11,2,1,232,2,0
11548,519,11,2,1,233,1,0
11548,519,11,2,1,312,2,0
11548,519,11,2,1,313,1,0
11549,719,20,2,1,134,1,0
5989,1075,15,8,1,183,2,2
5989,1075,15,8,1,82,8,2
5989,1075,15,8,1,317,1,2
5989,1075,15,8,1,203,3,2
5989,1075,15,2,1,183,2,2
5989,1075,15,2,1,82,8,2
5989,1075,15,2,1,317,1,2
5989,1075,15,2,1,203,3,2
5989,1075,11,8,1,183,2,2
5989,1075,11,8,1,82,8,2
5989,1075,11,8,1,317,1,2
5989,1075,11,8,1,203,3,2
5989,1075,11,2,1,183,2,2
5989,1075,11,2,1,82,8,2
5989,1075,11,2,1,317,1,2
5989,1075,11,2,1,203,3,2
5989,1075,38,8,1,183,2,2
5989,1075,38,8,1,82,8,2
5989,1075,38,8,1,317,1,2
5989,1075,38,8,1,203,3,2
5989,1075,38,2,1,183,2,2
5989,1075,38,2,1,82,8,2
5989,1075,38,2,1,317,1,2
5989,1075,38,2,1,203,3,2
5982,806,23,2,1,54,1,0
5982,806,23,2,1,219,1,0
5982,806,23,2,1,134,1,0
5982,806,23,2,1,306,12,0
5982,806,23,7,1,54,1,0
5982,806,23,7,1,219,1,0
5982,806,23,7,1,134,1,0
5982,806,23,7,1,306,12,0
5982,806,23,8,1,54,1,0
5982,806,23,8,1,219,1,0
5982,806,23,8,1,134,1,0
5982,806,23,8,1,306,12,0
5982,806,20,2,1,54,1,0
5982,806,20,2,1,219,1,0
5982,806,20,2,1,134,1,0
5982,806,20,2,1,306,12,0
5982,806,20,7,1,54,1,0
5982,806,20,7,1,219,1,0
5982,806,20,7,1,134,1,0
5982,806,20,7,1,306,12,0
5982,806,20,8,1,54,1,0
5982,806,20,8,1,219,1,0
5982,806,20,8,1,134,1,0
5982,806,20,8,1,306,12,0
5982,806,54,2,1,54,1,0
5982,806,54,2,1,219,1,0
5982,806,54,2,1,134,1,0
5982,806,54,2,1,306,12,0
5982,806,54,7,1,54,1,0
5982,806,54,7,1,219,1,0
5982,806,54,7,1,134,1,0
5982,806,54,7,1,306,12,0
5982,806,54,8,1,54,1,0
5982,806,54,8,1,219,1,0
5982,806,54,8,1,134,1,0
5982,806,54,8,1,306,12,0
5982,806,11,2,1,54,1,0
5982,806,11,2,1,219,1,0
5982,806,11,2,1,134,1,0
5982,806,11,2,1,306,12,0
5982,806,11,7,1,54,1,0
5982,806,11,7,1,219,1,0
5982,806,11,7,1,134,1,0
5982,806,11,7,1,306,12,0
5982,806,11,8,1,54,1,0
5982,806,11,8,1,219,1,0
5982,806,11,8,1,134,1,0
5982,806,11,8,1,306,12,0
6973,939,11,8,1,71,3,0
6973,939,11,8,1,193,3,0
5985,300,35,2,2,312,23,0
5985,300,35,2,2,232,24,0
5985,300,35,2,2,233,13,0
5985,300,35,2,2,313,18,0
5985,300,35,2,2,227,1,0
5985,300,35,2,2,307,15,0
5985,300,34,2,2,312,23,0
5985,300,34,2,2,232,24,0
5985,300,34,2,2,233,13,0
5985,300,34,2,2,313,18,0
5985,300,34,2,2,227,1,0
5985,300,34,2,2,307,15,0
6797,313,35,2,2,235,1,0
6797,313,35,2,2,233,4,0
6797,313,35,2,2,315,1,0
6797,313,35,2,2,313,4,0
6797,313,34,2,2,235,1,0
6797,313,34,2,2,233,4,0
6797,313,34,2,2,315,1,0
6797,313,34,2,2,313,4,0
6794,1050,13,8,1,345,2,1
6794,1050,13,8,1,68,2,1
6794,1050,13,8,1,179,2,1
6794,1050,13,6,1,345,2,1
6794,1050,13,6,1,68,2,1
6794,1050,13,6,1,179,2,1
6794,1050,11,8,1,345,2,1
6794,1050,11,8,1,68,2,1
6794,1050,11,8,1,179,2,1
6794,1050,11,6,1,345,2,1
6794,1050,11,6,1,68,2,1
6794,1050,11,6,1,179,2,1
6790,535,10,3,4,99,1,1
6790,535,10,3,4,17,1,1
6790,535,10,3,4,154,1,1
6790,535,10,3,4,153,1,1
6790,535,10,3,4,152,3,1
6790,535,10,3,4,38,6,1
6790,535,10,3,4,98,1,1
6790,535,10,3,4,39,1,1
6798,638,44,2,1,283,4,2
6798,638,44,2,1,291,4,2
6798,638,44,2,1,376,10,2
6798,638,44,2,1,368,10,2
6798,638,42,2,1,283,4,2
6798,638,42,2,1,291,4,2
6798,638,42,2,1,376,10,2
6798,638,42,2,1,368,10,2
270,479,34,2,2,314,41,0
270,479,34,2,2,232,1,0
270,479,34,2,2,312,2,0
270,479,34,2,2,234,25,0
270,479,35,2,2,314,41,0
270,479,35,2,2,232,1,0
270,479,35,2,2,312,2,0
270,479,35,2,2,234,25,0
272,497,35,2,2,233,13,0
272,497,35,2,2,312,32,0
272,497,35,2,2,315,2,0
272,497,35,2,2,313,14,0
272,497,35,2,2,232,33,0
272,497,35,2,2,235,3,0
272,497,34,2,2,233,13,0
272,497,34,2,2,312,32,0
272,497,34,2,2,315,2,0
272,497,34,2,2,313,14,0
272,497,34,2,2,232,33,0
272,497,34,2,2,235,3,0
15368,1106,11,8,1,170,27,0
15368,1106,11,8,1,54,24,0
274,244,34,2,2,312,45,0
274,244,34,2,2,232,43,0
274,244,35,2,2,312,45,0
274,244,35,2,2,232,43,0
275,704,15,8,2,203,8,2
275,704,15,8,2,193,2,2
275,704,15,8,2,71,2,2
275,704,15,8,2,82,14,2
16255,1075,15,8,2,82,12,1
16255,1075,15,8,2,80,1,1
16705,154,35,2,4,312,1,0
16704,490,34,2,2,309,6,0
16704,490,34,2,2,234,9,0
16704,490,34,2,2,311,8,0
16704,490,34,2,2,236,3,0
16704,490,34,2,2,314,15,0
16704,490,34,2,2,231,4,0
16704,490,34,2,2,230,2,0
16704,490,34,2,2,316,3,0
16704,490,34,2,2,229,4,0
16704,490,34,2,2,235,2,0
16704,490,34,2,2,312,10,0
16704,490,34,2,2,232,10,0
16704,490,35,2,2,309,6,0
16704,490,35,2,2,234,9,0
16704,490,35,2,2,311,8,0
16704,490,35,2,2,236,3,0
16704,490,35,2,2,314,15,0
16704,490,35,2,2,231,4,0
16704,490,35,2,2,230,2,0
16704,490,35,2,2,316,3,0
16704,490,35,2,2,229,4,0
16704,490,35,2,2,235,2,0
16704,490,35,2,2,312,10,0
16704,490,35,2,2,232,10,0
16258,849,11,8,2,109,13,0
16258,849,11,8,2,73,5,0
16700,821,11,8,1,201,2,2
16700,821,11,8,1,193,1,2
16700,821,11,8,1,203,25,2
16700,821,11,8,1,82,35,2
16700,821,11,8,1,71,2,2
16700,821,11,8,1,80,1,2
16700,821,15,8,1,201,2,2
16700,821,15,8,1,193,1,2
16700,821,15,8,1,203,25,2
16700,821,15,8,1,82,35,2
16700,821,15,8,1,71,2,2
16700,821,15,8,1,80,1,2
16703,902,22,8,2,305,2,0
16703,902,22,8,2,75,1,0
16703,902,22,7,2,305,2,0
16703,902,22,7,2,75,1,0
16703,902,11,8,2,305,2,0
16703,902,11,8,2,75,1,0
16703,902,11,7,2,305,2,0
16703,902,11,7,2,75,1,0
12018,242,34,2,2,312,7,0
12018,242,34,2,2,232,6,0
12018,242,35,2,2,312,7,0
12018,242,35,2,2,232,6,0
12017,995,15,8,2,71,8,0
12017,995,15,8,2,80,2,0
12017,995,15,8,2,82,16,0
12016,480,34,2,2,228,25,0
12016,480,34,2,2,230,31,0
12016,480,34,2,2,308,24,0
12016,480,34,2,2,310,29,0
12016,480,35,2,2,228,25,0
12016,480,35,2,2,230,31,0
12016,480,35,2,2,308,24,0
12016,480,35,2,2,310,29,0
12011,485,35,2,2,232,5,0
12011,485,35,2,2,312,10,0
12011,485,34,2,2,232,5,0
12011,485,34,2,2,312,10,0
12010,405,35,2,2,232,1,1
12010,405,35,2,2,312,1,1
12010,405,34,2,2,232,1,1
12010,405,34,2,2,312,1,1
12013,484,34,2,2,309,2,0
12013,484,34,2,2,312,1,0
12013,484,34,2,2,234,2,0
12013,484,34,2,2,229,2,0
12013,484,34,2,2,314,2,0
12013,484,35,2,2,309,2,0
12013,484,35,2,2,312,1,0
12013,484,35,2,2,234,2,0
12013,484,35,2,2,229,2,0
12013,484,35,2,2,314,2,0
17258,445,35,2,2,312,3,0
17258,445,35,2,2,232,2,0
17258,445,35,2,2,307,1,0
17258,445,34,2,2,312,3,0
17258,445,34,2,2,232,2,0
17258,445,34,2,2,307,1,0
17250,1097,11,8,1,170,3,0
17252,118,35,2,2,232,19,0
17252,118,35,2,2,312,22,0
17252,118,34,2,2,232,19,0
17252,118,34,2,2,312,22,0
17255,100,35,2,2,312,2,0
17255,100,35,2,2,232,2,0
17255,100,35,2,2,307,1,0
17255,100,34,2,2,312,2,0
17255,100,34,2,2,232,2,0
17255,100,34,2,2,307,1,0
10709,317,35,2,2,232,3,0
10709,317,35,2,2,227,2,0
10709,317,35,2,2,312,3,0
10709,317,35,2,2,307,2,0
10709,317,34,2,2,232,3,0
10709,317,34,2,2,227,2,0
10709,317,34,2,2,312,3,0
10709,317,34,2,2,307,2,0
10708,925,11,8,1,207,2,0
10708,925,11,8,1,182,2,0
10708,925,11,8,1,103,2,0
10708,925,11,8,1,68,24,0
10708,925,11,8,1,170,35,0
10708,925,11,8,1,54,61,0
9528,1086,15,8,2,82,2,0
10703,955,11,8,1,171,6,0
10703,955,11,8,1,55,4,0
9525,298,35,2,2,232,2,1
9525,298,35,2,2,312,2,1
9525,298,34,2,2,232,2,1
9525,298,34,2,2,312,2,1
9254,476,35,2,2,228,5,0
9254,476,35,2,2,308,6,0
9254,476,35,2,2,229,6,0
9254,476,35,2,2,313,2,0
9254,476,35,2,2,310,6,0
9254,476,35,2,2,314,36,0
9254,476,35,2,2,234,23,0
9254,476,35,2,2,309,13,0
9254,476,35,2,2,230,5,0
9254,476,34,2,2,228,5,0
9254,476,34,2,2,308,6,0
9254,476,34,2,2,229,6,0
9254,476,34,2,2,313,2,0
9254,476,34,2,2,310,6,0
9254,476,34,2,2,314,36,0
9254,476,34,2,2,234,23,0
9254,476,34,2,2,309,13,0
9254,476,34,2,2,230,5,0
10700,498,34,2,2,232,1,0
10700,498,34,2,2,312,1,0
10700,498,35,2,2,232,1,0
10700,498,35,2,2,312,1,0
9520,1046,14,8,2,68,1,1
9520,1046,14,8,2,54,1,1
9520,1046,14,8,2,179,1,1
9520,1046,14,4,2,68,1,1
9520,1046,14,4,2,54,1,1
9520,1046,14,4,2,179,1,1
9520,1046,11,8,2,68,1,1
9520,1046,11,8,2,54,1,1
